,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
demonratz dont,,,,,,
demonratz dont cheat,,,,,,
demonstrative appeal,,,,,,
demonstrative appeal america,,,,,,
dems biden,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
dems cheat,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
dems dont,,,,,,
dems dont enforce,,,,,,
dems hate,0.704,0.0,0.704,0.704,0.704,0.704
dems late,,,,,,
dems ruin,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
dems ruin california,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
dems ruin touch,0.704,0.0,0.704,0.704,0.704,0.704
dems try,,,,,,
dems vote,,,,,,
dems want,0.704,0.0,0.704,0.704,0.704,0.704
depend vote,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
depend vote americans,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
depl0r ble,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211
depl0r ble chump,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211
deplorable chump,,,,,,
deplorable chump trump,,,,,,
deplorable love,,,,,,
deplorable love trump,,,,,,
deplorable welcome,,,,,,
deplorable welcome chump,,,,,,
deserve credit,,,,,,
deserve president,0.704,0.704,0.704,0.704,0.704,0.0
deserve president biden,,,,,,
design manipulate,,,,,,
design manipulate vote,,,,,,
destroy america,0.704,0.0,0.704,0.704,0.704,0.704
destroy american,0.704,0.0,0.704,0.704,0.704,0.704
destroy city,0.704,0.0,0.704,0.704,0.704,0.704
destroy country,0.3530568618495133,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465
destroy oil,0.704,0.704,0.704,0.0,0.704,0.704
destroy oil industry,0.704,0.704,0.704,0.0,0.704,0.704
destroy united,0.7892821792064089,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.7892821792064089,0.24198153056802077
destroy usa,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
destructive dems,0.704,0.0,0.704,0.704,0.704,0.704
destructive dems ruin,0.704,0.0,0.704,0.704,0.704,0.704
detroit rockers,,,,,,
detroit rockers rappers,,,,,,
deus abençoe,,,,,,
deus vult,,,,,,
deus vultâœ,,,,,,
deus vultâœ âœ,,,,,,
devil 19,,,,,,
diamond silk,,,,,,
diana ross,,,,,,
dickheads biden,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.40178766311618047,0.40178766311618047,0.11611652351681541
die covid,,,,,,
die cross,,,,,,
die cross sins,,,,,,
die freedom,,,,,,
die sin,,,,,,
die sin heaven,,,,,,
die trump,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
died 2020,,,,,,
died 2020 cancer,,,,,,
dirty trick,,,,,,
dirty weapon,0.704,0.704,0.704,0.0,0.704,0.704
dirty weapon radiation,0.704,0.704,0.704,0.0,0.704,0.704
discus zoom,,,,,,
discus zoom terrifying,,,,,,
disease crawl,,,,,,
disease crawl touch,,,,,,
dislike trump,,,,,,
dismantle mainstream,,,,,,
dismantle mainstream medium,,,,,,
disposable society,0.704,0.0,0.704,0.704,0.704,0.704
distancing vote,,,,,,
distancing vote trump,,,,,,
djt djt,,,,,,
dnc msm,0.42631720794036876,0.14192744777405547,0.2694125126761958,1.0,0.2694125126761958,1.0
dnc msm fake,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
dnc plan,,,,,,
dnc plan use,,,,,,
dog eating,0.704,0.704,0.704,0.0,0.704,0.704
dog eating champion,0.704,0.704,0.704,0.0,0.704,0.704
dog face,0.704,0.0,0.704,0.704,0.704,0.704
dog face pony,0.704,0.0,0.704,0.704,0.704,0.704
dog shit,0.704,0.704,0.704,0.704,0.704,0.0
dog tomorrow,0.704,0.704,0.704,0.704,0.704,0.0
dogma corruption,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
dogma corruption live,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
dogma live,,,,,,
dogma live loudly,,,,,,
don greatest,,,,,,
don greatest ðÿ,,,,,,
don jr,0.0,0.704,0.704,0.704,0.704,0.704
don jr 2024,,,,,,
don tru,,,,,,
don tru man,,,,,,
don trump,,,,,,
donald dash,,,,,,
donald donald,,,,,,
donald john,,,,,,
donald john trump,,,,,,
donald jr,,,,,,
donald jr 2024,,,,,,
donald president,,,,,,
donald trump,0.4103036364236828,0.7926638356375505,0.4103036364236828,0.4103036364236828,0.4103036364236828,0.12487982574290808
donald trump 2020,,,,,,
donald trump best,,,,,,
donald trump elect,,,,,,
donald trump god,,,,,,
donald trump heavenly,,,,,,
donald trump jr,,,,,,
donald trump lead,,,,,,
donald trump make,,,,,,
donald trump president,,,,,,
donald trump vote,0.704,0.0,0.704,0.704,0.704,0.704
donald trump white,,,,,,
donald trump win,,,,,,
donald trump year,,,,,,
donate https,,,,,,
donate https www,,,,,,
donate john,,,,,,
donate john james,,,,,,
donate rsbn,,,,,,
donate rsbn https,,,,,,
dont care,,,,,,
dont cheat,,,,,,
dont cheat fraud,,,,,,
dont enforce,,,,,,
dont enforce law,,,,,,
dont fail,,,,,,
dont make,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
dont need,0.704,0.704,0.704,0.0,0.704,0.704
dont trump,0.704,0.0,0.704,0.704,0.704,0.704
dont trump china,0.704,0.0,0.704,0.704,0.704,0.704
dont vote,0.704,0.704,0.704,0.0,0.704,0.704
donâ care,,,,,,
donâ let,,,,,,
doom gloom,0.704,0.704,0.704,0.0,0.704,0.704
dor trump,,,,,,
dothefive dothefive,0.704,0.704,0.704,0.704,0.704,0.0
dothefive dothefive dothefive,0.704,0.704,0.704,0.704,0.704,0.0
dothefive dothefive fossil,,,,,,
dothefive dothefive know,,,,,,
dothefive elect,0.704,0.704,0.704,0.0,0.704,0.704
dothefive elect november,0.704,0.704,0.704,0.0,0.704,0.704
dothefive fossil,,,,,,
dothefive know,,,,,,
dothefive know human,,,,,,
dothefive thanksdoc,,,,,,
dothefive thanksdoc dothefive,,,,,,
dr taylor,,,,,,
dr taylor marshall,,,,,,
draft dodger,,,,,,
drain damn,,,,,,
drain damn swamp,,,,,,
drain deep,,,,,,
drain deep swamp,,,,,,
drain drain,,,,,,
drain drain drain,,,,,,
drain drain swamp,,,,,,
drain filthy,,,,,,
drain swamp,0.7926638356375505,0.4103036364236828,0.4103036364236828,0.12487982574290808,0.4103036364236828,0.4103036364236828
drain swamp _rsbnusa2,,,,,,
drain swamp evil,0.704,0.0,0.704,0.704,0.704,0.704
drain swamp liquid,,,,,,
drain swamp lock,0.7892821792064089,0.24198153056802077,0.40178766311618047,0.24198153056802077,0.40178766311618047,0.40178766311618047
dream biden,0.704,0.704,0.704,0.0,0.704,0.704
dream biden doom,0.704,0.704,0.704,0.0,0.704,0.704
dres appropriately,,,,,,
dres appropriately snack,,,,,,
drinker house,,,,,,
driver trump,,,,,,
drop bomb,,,,,,
dropbox case,,,,,,
drug price,,,,,,
drug test,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
duley note,,,,,,
dumbass biden,0.1778078083562211,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848
dummy crats,0.704,0.0,0.704,0.704,0.704,0.704
dump trump,,,,,,
duty vote,,,,,,
dweller biden,0.704,0.0,0.704,0.704,0.704,0.704
eagle landed,,,,,,
early vote,,,,,,
early voting,,,,,,
earth amen,,,,,,
earth forever,,,,,,
earth society,,,,,,
earth trump,,,,,,
earth trump 2020,,,,,,
earth wind,,,,,,
earth wind trump,,,,,,
east coast,,,,,,
east trump,,,,,,
east trump 2020,,,,,,
easy people,,,,,,
easy people nut,,,,,,
easy win,,,,,,
eat rich,,,,,,
eat rich eat,,,,,,
eat shit,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
eating champion,0.704,0.704,0.704,0.0,0.704,0.704
eating champion jihad,0.704,0.704,0.704,0.0,0.704,0.704
economic depression,,,,,,
economic prosperity,,,,,,
economic prosperity biden,,,,,,
economic recovery,,,,,,
economy american,,,,,,
economy american history,,,,,,
economy trump,,,,,,
eddie van,,,,,,
eddie van halen,,,,,,
elbowbump elbowbump,,,,,,
elbowbump thanksdoc,,,,,,
elbowbump thanksdoc thanksdoc,,,,,,
elbowcough bismillah,,,,,,
elbowcough bismillah biden,,,,,,
elbowcough elbowcough,,,,,,
elbowcough elbowcough bismillah,,,,,,
elbowcough elbowcough elbowcough,,,,,,
elbowcough elbowcough thanksdoc,,,,,,
elbowcough elbowcough wherd,,,,,,
elbowcough goodvibes,,,,,,
elbowcough goodvibes elbowcough,,,,,,
elbowcough thanksdoc,,,,,,
elbowcough thanksdoc thanksdoc,,,,,,
elbowcough wherd,,,,,,
elbowcough wherd gooo000,,,,,,
elder abuse,,,,,,
elect john,,,,,,
elect john james,,,,,,
elect november,0.704,0.704,0.704,0.0,0.704,0.704
elect november trump,0.704,0.704,0.704,0.0,0.704,0.704
elect president,,,,,,
elect president trump,,,,,,
elect president tuesday,,,,,,
elect tomorrow,,,,,,
elect tomorrow night,,,,,,
elect trump,,,,,,
election board,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
election board receptionist,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
election day,0.704,0.0,0.704,0.704,0.704,0.704
election day plan,0.704,0.0,0.704,0.704,0.704,0.704
election day vote,,,,,,
election hand,,,,,,
election make,,,,,,
election make sure,,,,,,
election night,,,,,,
election operation,0.704,0.704,0.704,0.0,0.704,0.704
election operation scorecard,0.704,0.704,0.704,0.0,0.704,0.704
election pay,0.704,0.704,0.704,0.0,0.704,0.704
election result,,,,,,
election trump,,,,,,
election vote,,,,,,
election wait,,,,,,
election wait work,,,,,,
election year,,,,,,
elections elections,,,,,,
elections ðÿ,,,,,,
elections ðÿ µðÿ,,,,,,
electoral college,,,,,,
electoral college scare,,,,,,
electoral vote,,,,,,
electoral vote 2020,,,,,,
electoral vote trump,,,,,,
electric chair,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.5870496397870562,0.5870496397870562,0.40178766311618047
electric chair 2020,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.5870496397870562,0.5870496397870562,0.40178766311618047
electric pence,,,,,,
eliminate isis,,,,,,
emendment usa,,,,,,
emendment usa entire,,,,,,
emperor trump,,,,,,
emperor trump reeeeee,,,,,,
end trump,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465
endorsement pres,,,,,,
endorsement pres trump,,,,,,
enemy american,,,,,,
energy independence,,,,,,
energy independent,,,,,,
enforce law,,,,,,
enforce law allow,,,,,,
england love,,,,,,
england love trump,,,,,,
england trump,,,,,,
enroute ktvc,,,,,,
enroute ktvc traverse,,,,,,
enslavement plan,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211,0.5414697392755848
enter airspace,,,,,,
entire world,,,,,,
entire world god,,,,,,
epitome incompetence,0.14192744777405547,0.6052866259760656,0.14192744777405547,0.6052866259760656,0.6052866259760656,0.6052866259760656
epitome incompetence hunter,0.14192744777405547,0.6052866259760656,0.14192744777405547,0.6052866259760656,0.6052866259760656,0.6052866259760656
epstein 2020,,,,,,
eric thank,,,,,,
eric thank donation,,,,,,
eric trump,,,,,,
estonia trump,,,,,,
europe canada,,,,,,
europe canada germany,,,,,,
europe trump,,,,,,
evidence truth,0.704,0.704,0.704,0.0,0.704,0.704
evidence truth don,,,,,,
evidence truth law,0.704,0.704,0.704,0.0,0.704,0.704
evil biden,0.704,0.704,0.704,0.0,0.704,0.704
evil communist,,,,,,
evil communist mb,,,,,,
evil corrupt,0.7892821792064089,0.11611652351681541,0.24198153056802077,0.7892821792064089,0.24198153056802077,0.7892821792064089
evil corrupt demonrats,0.704,0.0,0.704,0.704,0.704,0.704
evil force,,,,,,
evil tomorrow,,,,,,
excellent goodness,,,,,,
excellent goodness earth,,,,,,
excellent job,,,,,,
excellent speaker,,,,,,
excited tomorrow,0.704,0.0,0.704,0.704,0.704,0.704
executive order,,,,,,
experience rsbn,,,,,,
exploit virus,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.40178766311618047
exploit virus death,0.5870496397870562,0.5870496397870562,0.40178766311618047,0.11611652351681541,0.40178766311618047,0.40178766311618047
exposed career,0.704,0.0,0.704,0.704,0.704,0.704
exposed career criminal,0.704,0.0,0.704,0.704,0.704,0.704
extended family,,,,,,
extensive voter,0.704,0.704,0.704,0.0,0.704,0.704
extensive voter fraud,0.704,0.704,0.704,0.0,0.704,0.704
extremely great,,,,,,
eye day,0.704,0.704,0.704,0.704,0.704,0.0
face diaper,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.07048399691021993
face jailbird,,,,,,
face jailbird status,,,,,,
face left,,,,,,
face left 90,,,,,,
face mask,0.704,0.704,0.704,0.704,0.0,0.704
face pony,0.704,0.0,0.704,0.704,0.704,0.704
face pony soldier,0.704,0.0,0.704,0.704,0.704,0.704
facilitate disposable,0.704,0.0,0.704,0.704,0.704,0.704
facilitate disposable society,0.704,0.0,0.704,0.704,0.704,0.704
fact check,0.0,0.704,0.704,0.704,0.704,0.704
fact joe,,,,,,
fact mike,,,,,,
fact mike hear,,,,,,
fact proof,0.704,0.704,0.704,0.0,0.704,0.704
fact proof evidence,0.704,0.704,0.704,0.0,0.704,0.704
fail vote,0.704,0.704,0.704,0.0,0.704,0.704
fail vote trump,0.704,0.704,0.704,0.0,0.704,0.704
failed dem,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
failed dem policy,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
failure biden,0.0,0.704,0.704,0.704,0.704,0.704
faith god,,,,,,
fake check,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
fake medium,,,,,,
fake new,,,,,,
fake news,0.8019087881019875,0.15020042233101136,0.27796339331848685,0.43385766067017734,0.27796339331848685,0.8019087881019875
fake news fake,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
fake news hate,0.704,0.0,0.704,0.704,0.704,0.704
fake news medium,0.704,0.704,0.704,0.704,0.704,0.0
fake news need,0.704,0.704,0.704,0.0,0.704,0.704
fake news poll,,,,,,
fake news real,0.704,0.704,0.704,0.0,0.704,0.704
fake poll,,,,,,
fake vote,,,,,,
false flag,,,,,,
false impeachment,0.3530568618495133,0.07048399691021993,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.5501142545045465
family banned,,,,,,
family banned simple,,,,,,
family biden,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
family biden crime,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059,0.373900966300059
family face,,,,,,
family face left,,,,,,
family gitmo,,,,,,
family glorious,,,,,,
family glorious nation,,,,,,
family member,,,,,,
family prison,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
family traitor,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
family trump,,,,,,
fan trump,,,,,,
far leave,0.704,0.0,0.704,0.704,0.704,0.704
far left,0.704,0.0,0.704,0.704,0.704,0.704
farmer trump,,,,,,
fascism communism,0.704,0.0,0.704,0.704,0.704,0.704
fast house,,,,,,
fast house senate,,,,,,
fast texas,,,,,,
fast texas hunter,,,,,,
fatal attraction,0.704,0.0,0.704,0.704,0.704,0.704
father god,,,,,,
father republic,,,,,,
father republic gonna,,,,,,
father warn,,,,,,
father warn vote,,,,,,
favor gods,,,,,,
favor jobs,0.704,0.0,0.704,0.704,0.704,0.704
favor jobs china,0.704,0.0,0.704,0.704,0.704,0.704
fbi sit,,,,,,
fear covid,0.704,0.704,0.704,0.704,0.704,0.0
fear monger,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848,0.5414697392755848,0.1778078083562211
feel bad,,,,,,
fellow patriot,,,,,,
fema camp,0.704,0.704,0.704,0.0,0.704,0.704
fema camp obama,0.704,0.704,0.704,0.0,0.704,0.704
fight america,,,,,,
fight fight,,,,,,
fight fight fight,,,,,,
fight freedom,,,,,,
fight freedom vote,,,,,,
fight hard,,,,,,
fight soul,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.07048399691021993,0.5501142545045465,0.5501142545045465
fight trump,,,,,,
fight vote,,,,,,
fight year,,,,,,
filipino americans,,,,,,
filipino americans trump,,,,,,
filling troll,,,,,,
filling troll dumpster,,,,,,
fires joe,0.704,0.704,0.704,0.704,0.704,0.0
fires joe ukraine,0.704,0.704,0.704,0.704,0.704,0.0
firing squad,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.40178766311618047
firing squad 2020,0.5870496397870562,0.11611652351681541,0.40178766311618047,0.5870496397870562,0.40178766311618047,0.40178766311618047
fl trump,,,,,,
flip california,,,,,,
flip california red,,,,,,
flip flop,,,,,,
flip red,,,,,,
flipping red,,,,,,
flood blue,,,,,,
florida love,,,,,,
florida love trump,,,,,,
florida red,,,,,,
florida trump,,,,,,
flu shot,,,,,,
fly night,,,,,,
fold chair,,,,,,
fold chair water,,,,,,
folk home,,,,,,
footjobs matter,0.704,0.0,0.704,0.704,0.704,0.704
footwork country,,,,,,
force baby,,,,,,
force creator,,,,,,
force creator god,,,,,,
force creator law,,,,,,
force creator lawâš,,,,,,
force trump,0.704,0.704,0.704,0.0,0.704,0.704
foreign ownership,,,,,,
foreign war,,,,,,
forever red,,,,,,
forever ðÿ,,,,,,
forever ðÿœÿðÿœÿðÿœÿðÿœÿðÿœÿðÿœÿðÿœÿ,,,,,,
forget vote,,,,,,
forget vote trump,,,,,,
forgot kkk,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
forgot kkk hunter,0.5501142545045465,0.3530568618495133,0.5501142545045465,0.5501142545045465,0.5501142545045465,0.07048399691021993
forth accomplish,,,,,,
forth accomplish good,,,,,,
fortune cookie,,,,,,
fossil fuel,,,,,,
founding father,,,,,,
founding father republic,,,,,,
founding father warn,,,,,,
fox abc,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.1778078083562211,0.5414697392755848,0.5414697392755848
